node	name
N1595	dum|DT_10|181207127_181211380|DUP|Q|DUP132842|4254
N1595	dum|DT_10|57556964_57561205|DUP|Q|DUP132837|4242
N1595	dum|DT_10|97648486_97652726|INVDP|Q|INVDP132838|4241
N1595	dum|DT_10|97705133_97709372|INVDP|Q|INVDP132839|4240
N1595	dum|DT_2|208358589_208362835|INVDP|Q|INVDP132843|4247
N1595	dum|DT_2|210649204_210653445|INVDP|Q|INVDP132844|4242
N1595	dum|DT_2|211172185_211176433|INVDP|Q|INVDP132845|4249
N1595	dum|DT_2|211518630_211522870|INVDP|Q|INVDP132846|4241
N1595	dum|DT_2|211814259_211818506|INVDP|Q|INVDP132847|4248
N1595	dum|DT_2|212326423_212330671|INVDP|Q|INVDP132848|4249
N1595	dum|DT_2|212672868_212677108|INVDP|Q|INVDP132849|4241
N1595	dum|DT_2|212968497_212972744|INVDP|Q|INVDP132850|4248
N1595	dum|DT_2|289446592_289450845|DUP|Q|DUP132851|4254
N1595	dum|DT_3|35120471_35124719|DUP|Q|DUP132852|4249
N1595	dum|DT_3|59180070_59184313|INVDP|Q|INVDP132853|4244
N1595	dum|DT_5|169409966_169414199|DUP|Q|DUP132855|4234
N1595	dum|DT_5|170267476_170271715|INVDP|Q|INVDP132856|4240
N1595	dum|DT_5|224066495_224070743|DUP|Q|DUP132857|4249
N1595	dum|DT_5|228068511_228072744|INVDP|Q|INVDP132858|4234
N1595	dum|DT_5|236576084_236580325|INVDP|Q|INVDP132859|4242
N1595	dum|DT_5|236853927_236858172|INVDP|Q|INVDP132860|4246
N1595	dum|DT_5|90809494_90813728|INVDP|Q|INVDP132868|4235
N1595	dum|DT_5|92971369_92975615|INVDP|Q|INVDP132854|4247
N1595	dum|DT_6|194037791_194042031|INVDP|Q|INVDP132861|4241
N1595	dum|DT_6|194392402_194396642|INVDP|Q|INVDP132862|4241
N1595	dum|DT_6|194729932_194734170|INVDP|Q|INVDP132863|4239
N1595	dum|DT_6|229023370_229027618|DUP|Q|DUP132864|4249
N1595	dum|DT_7|3055250_3059495|INVDP|Q|INVDP132865|4246
N1595	dum|DT_9|2907260_2911510|INVDP|Q|INVDP132866|4251
N1595	dum|DT_X1|260327491_260331747|INVDP|Q|INVDP132867|4257
N1608	dum|DT_10|166452337_166456923|INVDP|Q|INVDP105221|4587
N1608	dum|DT_10|181621169_181625749|INVDP|Q|INVDP105222|4581
N1608	dum|DT_2|289856392_289860972|INVDP|Q|INVDP105223|4581
N1608	dum|DT_4|128893790_128898372|INVDP|Q|INVDP105224|4583
N1608	dum|DT_5|235483421_235488000|INVTR|Q|INVTR43817|4580
N1608	dum|DT_5|91056320_91060893|INVDP|Q|INVDP57075|4574
N1608	dum|DT_5|91185596_91190169|DUP|Q|DUP50075|4574
N1608	dum|DT_6|195000359_195004941|DUP|Q|DUP105225|4583
N1608	dum|DT_6|229435440_229440020|INVDP|Q|INVDP105226|4581
N1608	dum|DT_6|231657552_231662132|INVDP|Q|INVDP105227|4581
N1608	dum|DT_7|2641697_2646277|DUP|Q|DUP105228|4581
N1608	dum|DT_9|2487062_2491637|DUP|Q|DUP105229|4576
N1608	dum|DT_X1|261646396_261650976|INVDP|Q|INVDP105230|4581
N1611	dum|DT_10|166514128_166515207|TRANS|Q|TRANS96459|1080
N1611	dum|DT_10|181721885_181722971|DUP|Q|DUP98616|1087
N1611	dum|DT_2|289943719_289944805|DUP|Q|DUP98617|1087
N1611	dum|DT_5|235577751_235578837|DUP|Q|DUP98618|1087
N1611	dum|DT_5|91115763_91116850|INVDP|Q|INVDP56904|1088
N1611	dum|DT_6|194928301_194929388|DUP|Q|DUP100925|1088
N1611	dum|DT_6|229527827_229528913|DUP|Q|DUP98619|1087
N1611	dum|DT_6|231752549_231753635|DUP|Q|DUP98620|1087
N1611	dum|DT_7|2561747_2562838|INVTR|Q|INVTR98621|1092
N1611	dum|DT_9|2411218_2412304|INVDP|Q|INVDP98622|1087
N1611	dum|DT_X1|261743550_261744636|DUP|Q|DUP98623|1087
N1613	dum|DT_10|166517517_166518913|DUP|Q|DUP98624|1397
N1613	dum|DT_10|181725559_181726955|DUP|Q|DUP101773|1397
N1613	dum|DT_2|289947393_289948791|DUP|Q|DUP101774|1399
N1613	dum|DT_5|235581421_235582817|TRANS|Q|TRANS41556|1397
N1613	dum|DT_5|91119160_91120556|DUP|Q|DUP98625|1397
N1613	dum|DT_6|194924595_194925991|INVDP|Q|INVDP98626|1397
N1613	dum|DT_6|229531501_229532897|DUP|Q|DUP101775|1397
N1613	dum|DT_6|231756223_231757619|DUP|Q|DUP101776|1397
N1613	dum|DT_7|2557763_2559159|INVDP|Q|INVDP101777|1397
N1613	dum|DT_9|2407234_2408630|INVDP|Q|INVDP101778|1397
N1613	dum|DT_X1|261747224_261748620|DUP|Q|DUP101779|1397
N1710	dum|DT_10|181190917_181195770|DUP|Q|DUP133688|4854
N1710	dum|DT_10|21185847_21190688|INVDP|Q|INVDP133686|4842
N1710	dum|DT_10|97664099_97668993|INVDP|Q|INVDP133687|4895
N1710	dum|DT_3|35104200_35109094|DUP|Q|DUP133689|4895
N1710	dum|DT_4|254057892_254062624|INVDP|Q|INVDP133690|4733
N1710	dum|DT_5|168841695_168846406|DUP|Q|DUP133692|4712
N1710	dum|DT_5|188808220_188812868|INVDP|Q|INVDP133695|4649
N1710	dum|DT_6|229003791_229008644|DUP|Q|DUP133693|4854
N1710	dum|DT_7|3070919_3075780|INVDP|Q|INVDP133685|4862
N1710	dum|DT_X1|260343113_260347978|INVDP|Q|INVDP133694|4866
N1712	dum|DT_10|181312078_181317225|DUP|Q|DUP77356|5148
N1712	dum|DT_2|289549829_289554982|DUP|Q|DUP77357|5154
N1712	dum|DT_5|170752902_170757892|INVDP|Q|INVDP77355|4991
N1712	dum|DT_5|64746901_64751883|DUP|Q|DUP77354|4983
N1712	dum|DT_6|229129262_229134412|DUP|Q|DUP77358|5151
N1712	dum|DT_9|2801064_2806216|INVDP|Q|INVDP77359|5153
N1712	dum|DT_X1|260048103_260053255|DUP|Q|DUP77360|5153
N1712	dum|DT_X1|260221601_260226751|INVDP|Q|INVDP77361|5151
N1752	dum|DT_10|183055667_183057856|DUP|Q|DUP122319|2190
N1752	dum|DT_10|183063575_183065800|DUP|Q|DUP122325|2226
N1752	dum|DT_3|4352786_4355048|DUP|Q|DUP122309|2263
N1752	dum|DT_3|4355546_4357776|DUP|Q|DUP122314|2231
N1752	dum|DT_3|4358215_4360425|DUP|Q|DUP122320|2211
N1752	dum|DT_3|4360868_4363082|DUP|Q|DUP122321|2215
N1752	dum|DT_3|4368494_4370771|DUP|Q|DUP122308|2278
N1752	dum|DT_3|4371259_4373483|DUP|Q|DUP122328|2225
N1752	dum|DT_3|4376514_4378777|DUP|Q|DUP122313|2264
N1752	dum|DT_4|301259_303483|INVDP|Q|INVDP122329|2225
N1752	dum|DT_4|303935_306161|INVDP|Q|INVDP122326|2227
N1752	dum|DT_4|314029_316255|INVDP|Q|INVDP122327|2227
N1752	dum|DT_6|232993656_232995866|DUP|Q|DUP122322|2211
N1752	dum|DT_6|232998719_233000975|DUP|Q|DUP122312|2257
N1752	dum|DT_6|233001504_233003723|DUP|Q|DUP122323|2220
N1752	dum|DT_6|233004198_233006401|DUP|Q|DUP122338|2204
N1752	dum|DT_6|233009278_233011539|DUP|Q|DUP122310|2262
N1752	dum|DT_6|233011989_233014192|DUP|Q|DUP122339|2204
N1752	dum|DT_9|1017393_1019649|INVDP|Q|INVDP58078|2257
N1752	dum|DT_X1|261401485_261403704|DUP|Q|DUP122324|2220
N1784	dum|DT_10|1941819_1946957|DUP|Q|DUP110489|5139
N1784	dum|DT_11|29895251_29900388|INVDP|Q|INVDP110483|5138
N1784	dum|DT_11|46745259_46750397|INVDP|Q|INVDP110487|5139
N1784	dum|DT_11|46897284_46902417|DUP|Q|DUP110481|5134
N1784	dum|DT_3|15537054_15542195|TRANS|Q|TRANS110485|5142
N1784	dum|DT_7|54671323_54676462|DUP|Q|DUP110484|5140
N1784	dum|DT_8|113954885_113960023|INVDP|Q|INVDP110486|5139
N1784	dum|DT_8|113960052_113965168|INVDP|Q|INVDP110478|5117
N1784	dum|DT_8|113965197_113970313|INVDP|Q|INVDP110479|5117
N1784	dum|DT_8|113970342_113975458|INVDP|Q|INVDP110480|5117
N1784	dum|DT_8|113975487_113980605|INVDP|Q|INVDP110488|5119
N1784	dum|DT_9|39579061_39584187|INVDP|Q|INVDP110482|5127
N532	dum|DT_X1|190729060_190734036|DUP|Q|DUP75938|4977
N1802	dum|DT_10|21225134_21229501|INVDP|Q|INVDP55474|4368
N1802	dum|DT_10|7091604_7096013|DUP|Q|DUP45934|4410
N1802	dum|DT_11|71368739_71373170|DUP|Q|DUP73173|4432
N1802	dum|DT_11|73424337_73428642|INVDP|Q|INVDP73149|4306
N1802	dum|DT_2|210202261_210206624|INVDP|Q|INVDP73176|4364
N1802	dum|DT_2|210677367_210681748|INVDP|Q|INVDP73150|4382
N1802	dum|DT_5|115003970_115008356|DUP|Q|DUP73151|4387
N1802	dum|DT_5|169353421_169357797|DUP|Q|DUP73152|4377
N1802	dum|DT_5|169959112_169963466|INVDP|Q|INVDP73177|4355
N1802	dum|DT_5|236631029_236635417|INVDP|Q|INVDP73153|4389
N1802	dum|DT_9|191620271_191624639|INVDP|Q|INVDP73154|4369
N989	dum|DT_2|210843186_210844858|INVDP|Q|INVDP77521|1673
N989	dum|DT_2|211989307_211990983|INVDP|Q|INVDP77522|1677
N989	dum|DT_2|213143545_213145221|INVDP|Q|INVDP77523|1677
N1839	dum|DT_10|528440_532987|INVDP|Q|INVDP102526|4548
N1839	dum|DT_11|23837227_23841773|DUP|Q|DUP102525|4547
N1839	dum|DT_11|23871517_23876064|DUP|Q|DUP102527|4548
N1839	dum|DT_11|23878542_23883041|INVDP|Q|INVDP102530|4500
N1839	dum|DT_11|28024080_28028529|INVDP|Q|INVDP102535|4450
N1839	dum|DT_11|28113733_28118179|DUP|Q|DUP102534|4447
N1839	dum|DT_11|28131621_28136171|DUP|Q|DUP102529|4551
N1839	dum|DT_4|262074336_262078883|INVDP|Q|INVDP102528|4548
N1839	dum|DT_4|262084470_262088917|DUP|Q|DUP102536|4448
N1839	dum|DT_5|182329006_182333511|INVDP|Q|INVDP56970|4506
N1839	dum|DT_5|182364567_182369062|INVDP|Q|INVDP56969|4496
N1839	dum|DT_7|188537209_188541785|INVDP|Q|INVDP102524|4577
N1839	dum|DT_X1|190932114_190936619|DUP|Q|DUP102531|4506
N1844	dum|DT_10|57620413_57621535|INVDP|Q|INVDP64016|1123
N1844	dum|DT_10|98040654_98041777|DUP|Q|DUP64017|1124
N1844	dum|DT_10|98247243_98248366|DUP|Q|DUP64018|1124
N1844	dum|DT_2|208650518_208651641|DUP|Q|DUP64019|1124
N1844	dum|DT_2|211111875_211112998|DUP|Q|DUP64020|1124
N1844	dum|DT_2|211457848_211458971|DUP|Q|DUP64021|1124
N1844	dum|DT_2|212266113_212267236|DUP|Q|DUP64022|1124
N1844	dum|DT_2|212612086_212613209|DUP|Q|DUP64023|1124
N1844	dum|DT_3|35183511_35184634|INVDP|Q|INVDP64024|1124
N1844	dum|DT_3|59120048_59121171|DUP|Q|DUP64025|1124
N1844	dum|DT_3|59535664_59536787|DUP|Q|DUP64026|1124
N1844	dum|DT_3|60145099_60146222|DUP|Q|DUP64027|1124
N1844	dum|DT_5|115365923_115367046|INVDP|Q|INVDP64030|1124
N1844	dum|DT_5|236793534_236794657|DUP|Q|DUP64031|1124
N1844	dum|DT_5|92087918_92089041|DUP|Q|DUP64028|1124
N1844	dum|DT_5|92910849_92911972|DUP|Q|DUP64029|1124
N1844	dum|DT_9|24630751_24631874|INVDP|Q|INVDP64032|1124
N1944	dum|DT_10|98308659_98318589|DUP|Q|DUP133547|9931
N1944	dum|DT_2|211539177_211548928|INVDP|Q|INVDP133593|9752
N1944	dum|DT_2|212693415_212703166|INVDP|Q|INVDP133594|9752
N1944	dum|DT_3|35575556_35585358|DUP|Q|DUP133569|9803
N1944	dum|DT_3|35699266_35709062|DUP|Q|DUP133570|9797
N1944	dum|DT_3|35725439_35735234|DUP|Q|DUP133571|9796
N1944	dum|DT_3|35751572_35761238|DUP|Q|DUP133572|9667
N1944	dum|DT_5|168771268_168781014|DUP|Q|DUP133597|9747
N1944	dum|DT_5|189174361_189184069|DUP|Q|DUP133589|9709
N1944	dum|DT_5|210869474_210879269|DUP|Q|DUP133573|9796
N1944	dum|DT_5|211078291_211088093|DUP|Q|DUP133575|9803
N1944	dum|DT_5|224019135_224028852|DUP|Q|DUP133612|9718
N1944	dum|DT_5|224045121_224054743|DUP|Q|DUP133592|9623
N1944	dum|DT_5|227909712_227919508|INVDP|Q|INVDP133576|9797
N1944	dum|DT_5|69629203_69638961|DUP|Q|DUP133595|9759
N1944	dum|DT_5|91737997_91747764|INVDP|Q|INVDP133596|9768
N1944	dum|DT_6|228970004_228979648|DUP|Q|DUP133598|9645
N1944	dum|DT_9|2927767_2937530|INVDP|Q|INVDP133599|9764
N1944	dum|DT_9|2977948_2987589|INVDP|Q|INVDP133600|9642
N1944	dum|DT_X1|260374269_260383942|INVDP|Q|INVDP133613|9674
N2110	dum|DT_11|160913689_160921754|DUP|Q|DUP85915|8066
N2110	dum|DT_12|74719160_74726892|DUP|Q|DUP108635|7733
N2110	dum|DT_4|55617558_55625481|INVDP|Q|INVDP108630|7924
N2110	dum|DT_X1|115856658_115864469|INVDP|Q|INVDP108636|7812
N2110	dum|DT_X1|116582713_116590565|INVDP|Q|INVDP108637|7853
N2110	dum|DT_X1|118637278_118645062|DUP|Q|DUP108640|7785
N2110	dum|DT_X2|52540573_52548617|INVDP|Q|INVDP85914|8045
N2128	dum|DT_11|163308378_163311892|DUP|Q|DUP81768|3515
N2128	dum|DT_2|12319031_12320874|DUP|Q|DUP47610|1844
N2128	dum|DT_2|12323968_12325811|DUP|Q|DUP47611|1844
N2128	dum|DT_2|12328905_12330748|DUP|Q|DUP47612|1844
N2128	dum|DT_2|12333842_12335685|DUP|Q|DUP47613|1844
N2128	dum|DT_2|12338779_12340622|DUP|Q|DUP47614|1844
N2128	dum|DT_2|12343716_12345559|DUP|Q|DUP47615|1844
N2128	dum|DT_2|12348653_12350496|DUP|Q|DUP47616|1844
N2128	dum|DT_2|12353590_12355433|DUP|Q|DUP47617|1844
N2128	dum|DT_2|12358527_12360370|DUP|Q|DUP47618|1844
N2128	dum|DT_2|12363464_12365307|DUP|Q|DUP47619|1844
N2128	dum|DT_2|12368401_12370244|DUP|Q|DUP47620|1844
N2128	dum|DT_2|12373338_12375181|DUP|Q|DUP47621|1844
N2128	dum|DT_2|12378275_12380118|DUP|Q|DUP47622|1844
N2128	dum|DT_2|12383212_12385055|DUP|Q|DUP47623|1844
N2128	dum|DT_2|12388149_12389992|DUP|Q|DUP47624|1844
N2128	dum|DT_2|12404853_12406696|DUP|Q|DUP47625|1844
N2128	dum|DT_2|12409790_12411633|DUP|Q|DUP47626|1844
N2128	dum|DT_2|12414727_12416570|DUP|Q|DUP47627|1844
N2128	dum|DT_2|12425551_12427394|DUP|Q|DUP47628|1844
N2128	dum|DT_2|12430488_12432331|DUP|Q|DUP47629|1844
N2129	dum|DT_11|163310093_163314119|DUP|Q|DUP81774|4027
N2129	dum|DT_11|163376394_163380284|DUP|Q|DUP81776|3891
N2129	dum|DT_11|163457835_163462299|DUP|Q|DUP81755|4465
N2129	dum|DT_11|163462498_163467050|DUP|Q|DUP81756|4553
N2129	dum|DT_2|12492685_12497120|DUP|Q|DUP47603|4436
N2147	dum|DT_11|164676645_164677663|DUP|Q|DUP105251|1019
N2147	dum|DT_11|164684014_164685032|DUP|Q|DUP105252|1019
N2147	dum|DT_11|164691201_164692218|DUP|Q|DUP105253|1018
N2147	dum|DT_11|164696168_164697187|DUP|Q|DUP105254|1020
N2147	dum|DT_11|164721102_164722123|DUP|Q|DUP105255|1022
N2147	dum|DT_11|165541685_165542712|DUP|Q|DUP105249|1028
N2147	dum|DT_4|245443551_245444611|DUP|Q|DUP49398|1061
N2147	dum|DT_4|245445941_245447000|DUP|Q|DUP49399|1060
N2147	dum|DT_5|228268928_228270017|INVDP|Q|INVDP72649|1090
N2147	dum|DT_5|228481857_228482946|INVDP|Q|INVDP72646|1090
N2147	dum|DT_5|228491306_228492395|INVDP|Q|INVDP72647|1090
N2147	dum|DT_5|228540275_228541320|INVDP|Q|INVDP72650|1046
N2147	dum|DT_5|228549159_228550204|INVDP|Q|INVDP72651|1046
N2147	dum|DT_5|228556852_228557939|INVDP|Q|INVDP72648|1088
N2147	dum|DT_11|166146865_166147943|INVDP|Q|INVDP82304|1079
N2147	dum|DT_11|164704597_164705670|INVDP|Q|INVDP72415|1074
N2147	dum|DT_11|164454300_164455429|DUP|Q|DUP115691|1130
N2147	dum|DT_11|165028740_165029828|DUP|Q|DUP82308|1089
N2147	dum|DT_11|165034196_165035283|DUP|Q|DUP82309|1088
N2147	dum|DT_5|228279451_228280508|DUP|Q|DUP72416|1058
N2147	dum|DT_11|168264788_168265885|INVTR|Q|INVTR79617|1098
N2147	dum|DT_5|228256629_228257727|INVDP|Q|INVDP72644|1099
N2147	dum|DT_5|228260716_228261814|INVDP|Q|INVDP72645|1099
N2147	dum|DT_11|165300396_165301555|INVTR|Q|INVTR78661|1160
N2147	dum|DT_11|165302748_165303906|INVDP|Q|INVDP78662|1159
N2147	dum|DT_11|165310387_165311545|INVDP|Q|INVDP78663|1159
N2147	dum|DT_11|166033767_166034872|DUP|Q|DUP78664|1106
N322	dum|DT_11|32232231_32235141|INVDP|Q|INVDP100975|2911
N322	dum|DT_11|46980302_46983212|INVDP|Q|INVDP100976|2911
N322	dum|DT_11|55726535_55729447|DUP|Q|DUP100977|2913
N322	dum|DT_11|55730441_55733353|DUP|Q|DUP100978|2913
N322	dum|DT_7|107192692_107195619|DUP|Q|DUP120385|2928
N322	dum|DT_X1|190752102_190755003|INVDP|Q|INVDP100974|2902
N322	dum|DT_X1|190778185_190781095|INVDP|Q|INVDP100979|2911
N843	dum|DT_11|29849413_29851958|INVDP|Q|INVDP97349|2546
N322	dum|DT_11|34472159_34474944|DUP|Q|DUP100973|2786
N322	dum|DT_11|55722722_55725543|DUP|Q|DUP100980|2822
N2259	dum|DT_11|34477_37174|INVDP|Q|INVDP55988|2698
N2259	dum|DT_2|208461295_208463992|INVDP|Q|INVDP77332|2698
N2259	dum|DT_2|211262226_211264923|INVDP|Q|INVDP77333|2698
N2259	dum|DT_2|212416464_212419161|INVDP|Q|INVDP77334|2698
N2259	dum|DT_5|169933155_169935852|INVDP|Q|INVDP77338|2698
N2259	dum|DT_5|237697957_237700654|INVDP|Q|INVDP77339|2698
N2259	dum|DT_5|92274810_92277507|INVDP|Q|INVDP77335|2698
N2259	dum|DT_5|92544984_92547675|INVDP|Q|INVDP77336|2692
N2259	dum|DT_5|93614135_93616832|INVDP|Q|INVDP77337|2698
N2259	dum|DT_9|191594295_191596992|INVDP|Q|INVDP77340|2698
N2368	dum|DT_11|59062373_59064920|DUP|Q|DUP46445|2548
N2368	dum|DT_11|59088986_59091575|DUP|Q|DUP46446|2590
N2368	dum|DT_11|59100353_59102900|DUP|Q|DUP46447|2548
N2368	dum|DT_11|59111657_59114204|DUP|Q|DUP46448|2548
N2368	dum|DT_11|59122959_59125506|DUP|Q|DUP46449|2548
N2368	dum|DT_11|59134260_59136807|DUP|Q|DUP46450|2548
N2368	dum|DT_11|59145573_59148120|DUP|Q|DUP46451|2548
N2368	dum|DT_11|59156875_59159434|DUP|Q|DUP46452|2560
N2368	dum|DT_11|59168209_59170740|DUP|Q|DUP46442|2532
N2368	dum|DT_11|59179517_59182064|DUP|Q|DUP46453|2548
N2368	dum|DT_11|59190846_59193393|DUP|Q|DUP46454|2548
N2368	dum|DT_11|59202167_59204698|DUP|Q|DUP46443|2532
N2368	dum|DT_11|59213479_59216026|DUP|Q|DUP46455|2548
N2368	dum|DT_11|59224802_59227333|DUP|Q|DUP46444|2532
N2368	dum|DT_11|59236103_59238650|DUP|Q|DUP46456|2548
N2368	dum|DT_11|59247421_59249968|DUP|Q|DUP46457|2548
N2370	dum|DT_11|59090136_59098902|DUP|Q|DUP46424|8767
N2370	dum|DT_11|59101503_59110206|DUP|Q|DUP46425|8704
N2370	dum|DT_11|59112807_59121508|DUP|Q|DUP46426|8702
N2370	dum|DT_11|59124109_59132809|DUP|Q|DUP46427|8701
N2370	dum|DT_11|59135410_59144115|DUP|Q|DUP46428|8706
N2370	dum|DT_11|59146723_59155417|DUP|Q|DUP46429|8695
N2370	dum|DT_11|59158037_59166758|DUP|Q|DUP46430|8722
N2370	dum|DT_11|59169359_59178066|DUP|Q|DUP46431|8708
N2370	dum|DT_11|59203317_59212028|DUP|Q|DUP46432|8712
N2370	dum|DT_11|59214629_59223351|DUP|Q|DUP46433|8723
N2370	dum|DT_11|59225952_59234657|DUP|Q|DUP46434|8706
N2370	dum|DT_11|59237253_59245970|DUP|Q|DUP46435|8718
N2370	dum|DT_11|59248571_59257286|DUP|Q|DUP46436|8716
N851	dum|DT_11|70966491_70970100|INVDP|Q|INVDP55708|3610
N851	dum|DT_11|73361026_73364731|DUP|Q|DUP46205|3706
N2412	dum|DT_11|68884279_68885878|DUP|Q|DUP105298|1600
N2412	dum|DT_11|69721004_69722621|DUP|Q|DUP105259|1618
N2412	dum|DT_11|69826392_69827972|DUP|Q|DUP105299|1581
N2412	dum|DT_11|70125599_70127216|DUP|Q|DUP105260|1618
N2412	dum|DT_11|70318763_70320382|DUP|Q|DUP105293|1620
N2412	dum|DT_11|70585507_70587117|DUP|Q|DUP105261|1611
N2412	dum|DT_11|70652626_70654243|INVDP|Q|INVDP105262|1618
N2412	dum|DT_11|70922248_70923758|INVDP|Q|INVDP105309|1511
N2412	dum|DT_11|71457426_71459024|DUP|Q|DUP105300|1599
N2412	dum|DT_11|71579104_71580702|DUP|Q|DUP105301|1599
N2412	dum|DT_11|71862449_71864044|INVDP|Q|INVDP105257|1596
N2412	dum|DT_11|72264921_72266586|DUP|Q|DUP105302|1666
N2412	dum|DT_11|72549161_72550826|DUP|Q|DUP105303|1666
N2412	dum|DT_11|72759364_72760978|DUP|Q|DUP105263|1615
N2412	dum|DT_11|72792935_72794549|DUP|Q|DUP105264|1615
N2412	dum|DT_11|72826507_72828121|DUP|Q|DUP105265|1615
N2412	dum|DT_11|72955366_72956980|DUP|Q|DUP105266|1615
N2412	dum|DT_11|73200582_73202222|DUP|Q|DUP105267|1641
N2412	dum|DT_11|73264662_73266257|DUP|Q|DUP105258|1596
N2412	dum|DT_11|73544815_73546432|DUP|Q|DUP105268|1618
N2412	dum|DT_2|182524557_182526169|DUP|Q|DUP105291|1613
N851	dum|DT_11|70802058_70805564|INVDP|Q|INVDP78842|3507
N851	dum|DT_11|70065107_70068763|DUP|Q|DUP46202|3657
N851	dum|DT_11|72736163_72739651|DUP|Q|DUP46204|3489
N2412	dum|DT_3|128038365_128039983|INVTR|Q|INVTR98323|1619
N2412	dum|DT_11|72400302_72401772|DUP|Q|DUP105311|1471
N851	dum|DT_11|72675976_72679467|DUP|Q|DUP46206|3492
N2412	dum|DT_11|72147677_72149083|DUP|Q|DUP105317|1407
N2412	dum|DT_11|72431917_72433323|DUP|Q|DUP105318|1407
N851	dum|DT_11|72569558_72572948|DUP|Q|DUP78852|3391
N2469	dum|DT_11|75978916_75982865|INVDP|Q|INVDP55862|3950
N2469	dum|DT_11|75986854_75990803|INVDP|Q|INVDP55863|3950
N2469	dum|DT_11|75990823_75994799|INVDP|Q|INVDP55864|3977
N2469	dum|DT_11|76002818_76006807|INVDP|Q|INVDP55873|3990
N2469	dum|DT_11|76006827_76010804|INVDP|Q|INVDP55865|3978
N2469	dum|DT_11|76010824_76014800|INVDP|Q|INVDP55866|3977
N2469	dum|DT_11|76014820_76018795|INVDP|Q|INVDP55867|3976
N2469	dum|DT_11|76018815_76022791|INVDP|Q|INVDP55868|3977
N2469	dum|DT_11|76022811_76026787|INVDP|Q|INVDP55869|3977
N2469	dum|DT_11|76026807_76030785|INVDP|Q|INVDP55870|3979
N2469	dum|DT_11|76030805_76034784|INVDP|Q|INVDP55871|3980
N2469	dum|DT_11|76034804_76038782|INVDP|Q|INVDP55872|3979
N2472	dum|DT_11|77176534_77182482|DUP|Q|DUP46478|5949
N2472	dum|DT_11|77182863_77188812|DUP|Q|DUP46479|5950
N2472	dum|DT_11|77189194_77193838|DUP|Q|DUP46480|4645
N2472	dum|DT_11|77194220_77198850|DUP|Q|DUP46481|4631
N2472	dum|DT_11|77199232_77203679|DUP|Q|DUP46482|4448
N2472	dum|DT_11|77204061_77208692|DUP|Q|DUP46483|4632
N2472	dum|DT_11|77209074_77213717|DUP|Q|DUP46484|4644
N2472	dum|DT_11|77214099_77218742|DUP|Q|DUP46485|4644
N2472	dum|DT_11|77219124_77223763|DUP|Q|DUP46486|4640
N2472	dum|DT_11|77224145_77228783|DUP|Q|DUP46487|4639
N2472	dum|DT_11|77229165_77233805|DUP|Q|DUP46488|4641
N2472	dum|DT_11|77254337_77258982|DUP|Q|DUP46489|4646
N2472	dum|DT_11|77259364_77264010|DUP|Q|DUP46490|4647
N2472	dum|DT_11|77269432_77274078|DUP|Q|DUP46491|4647
N2472	dum|DT_11|77274460_77279107|DUP|Q|DUP46492|4648
N2472	dum|DT_11|77279489_77284136|DUP|Q|DUP46493|4648
N2472	dum|DT_11|77284519_77289164|DUP|Q|DUP46494|4646
N2472	dum|DT_11|77289546_77294072|DUP|Q|DUP46477|4527
N2472	dum|DT_11|77294510_77298955|DUP|Q|DUP46495|4446
N2472	dum|DT_11|77334122_77338756|DUP|Q|DUP46497|4635
N2472	dum|DT_11|77339423_77343782|DUP|Q|DUP46498|4360
N1712	dum|DT_11|83737532_83742708|DUP|Q|DUP46893|5177
N1712	dum|DT_11|83906242_83911418|DUP|Q|DUP46894|5177
N1712	dum|DT_7|48140976_48145935|INVDP|Q|INVDP77374|4960
N2564	dum|DT_11|91214387_91217811|DUP|Q|DUP109774|3425
N2564	dum|DT_11|91218543_91221969|DUP|Q|DUP109775|3427
N2564	dum|DT_11|91222701_91226127|DUP|Q|DUP109776|3427
N2564	dum|DT_11|91226859_91230285|DUP|Q|DUP109777|3427
N2564	dum|DT_11|91231017_91234443|DUP|Q|DUP109778|3427
N2564	dum|DT_11|91235175_91238601|DUP|Q|DUP109779|3427
N2564	dum|DT_11|91239333_91242759|DUP|Q|DUP109780|3427
N2564	dum|DT_11|91243491_91246918|DUP|Q|DUP109781|3428
N2564	dum|DT_11|91255942_91259368|DUP|Q|DUP109782|3427
N2564	dum|DT_11|91260100_91263526|DUP|Q|DUP109783|3427
N2564	dum|DT_11|91264264_91267685|DUP|Q|DUP109797|3422
N2564	dum|DT_11|91280895_91284321|DUP|Q|DUP109784|3427
N2564	dum|DT_11|91314157_91317583|DUP|Q|DUP109785|3427
N2564	dum|DT_11|91318315_91321741|DUP|Q|DUP109786|3427
N2564	dum|DT_11|91326631_91330057|DUP|Q|DUP109787|3427
N2564	dum|DT_11|91330779_91334205|DUP|Q|DUP109788|3427
N2564	dum|DT_11|91339085_91342511|DUP|Q|DUP109789|3427
N2564	dum|DT_11|91343233_91346659|DUP|Q|DUP109790|3427
N2564	dum|DT_11|91367192_91370618|DUP|Q|DUP109791|3427
N2564	dum|DT_11|91392130_91395555|DUP|Q|DUP109794|3426
N2564	dum|DT_11|91396287_91399713|DUP|Q|DUP109792|3427
N2564	dum|DT_11|91425390_91428816|DUP|Q|DUP109793|3427
N2600	dum|DT_12|1052773_1057630|DUP|Q|DUP74287|4858
N2600	dum|DT_2|111034959_111039456|DUP|Q|DUP74288|4498
